# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2014-10-07 13:11:53 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08116650 Brazos Rv nr Rosharon, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08116650
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd
USGS	08116650	1974-08-09	1630	A
USGS	08116650	1974-08-10	1740	A
USGS	08116650	1974-08-11	2130	A
USGS	08116650	1974-08-12	2130	A
USGS	08116650	1974-08-13	1440	A
USGS	08116650	1974-08-14	1050	A
USGS	08116650	1974-08-15	835	A
USGS	08116650	1974-08-16	728	A
USGS	08116650	1974-08-17	613	A
USGS	08116650	1974-08-18	629	A
USGS	08116650	1974-08-19	554	A
USGS	08116650	1974-08-20	503	A
USGS	08116650	1974-08-21	537	A
USGS	08116650	1974-08-22	474	A
USGS	08116650	1974-08-23	388	A
USGS	08116650	1974-08-24	330	A
USGS	08116650	1974-08-25	391	A
USGS	08116650	1974-08-26	935	A
USGS	08116650	1974-08-27	1350	A
USGS	08116650	1974-08-28	1220	A
USGS	08116650	1974-08-29	964	A
USGS	08116650	1974-08-30	1650	A
USGS	08116650	1974-08-31	1870	A
USGS	08116650	1974-09-01	8380	A
USGS	08116650	1974-09-02	15000	A
USGS	08116650	1974-09-03	15600	A
USGS	08116650	1974-09-04	14200	A
USGS	08116650	1974-09-05	11400	A
USGS	08116650	1974-09-06	9450	A
USGS	08116650	1974-09-07	8510	A
USGS	08116650	1974-09-08	7960	A
USGS	08116650	1974-09-09	6640	A
USGS	08116650	1974-09-10	5360	A
USGS	08116650	1974-09-11	4090	A
USGS	08116650	1974-09-12	3410	A
USGS	08116650	1974-09-13	4050	A
USGS	08116650	1974-09-14	8620	A
USGS	08116650	1974-09-15	39700	A
USGS	08116650	1974-09-16	53000	A
USGS	08116650	1974-09-17	49400	A
USGS	08116650	1974-09-18	40200	A
USGS	08116650	1974-09-19	31200	A
USGS	08116650	1974-09-20	29200	A
USGS	08116650	1974-09-21	35300	A
USGS	08116650	1974-09-22	35800	A
USGS	08116650	1974-09-23	28300	A
USGS	08116650	1974-09-24	20500	A
USGS	08116650	1974-09-25	16600	A
USGS	08116650	1974-09-26	15900	A
USGS	08116650	1974-09-27	15600	A
USGS	08116650	1974-09-28	15600	A
USGS	08116650	1974-09-29	16400	A
USGS	08116650	1974-09-30	15700	A
USGS	08116650	1974-10-01	14700	A
USGS	08116650	1974-10-02	14000	A
USGS	08116650	1974-10-03	13200	A
USGS	08116650	1974-10-04	12200	A
USGS	08116650	1974-10-05	11000	A
USGS	08116650	1974-10-06	9900	A
USGS	08116650	1974-10-07	8910	A
USGS	08116650	1974-10-08	7990	A
USGS	08116650	1974-10-09	7420	A
USGS	08116650	1974-10-10	6960	A
USGS	08116650	1974-10-11	6560	A
USGS	08116650	1974-10-12	6340	A
USGS	08116650	1974-10-13	6210	A
USGS	08116650	1974-10-14	5990	A
USGS	08116650	1974-10-15	6130	A
USGS	08116650	1974-10-16	6060	A
USGS	08116650	1974-10-17	5760	A
USGS	08116650	1974-10-18	5690	A
USGS	08116650	1974-10-19	5800	A
USGS	08116650	1974-10-20	5710	A
USGS	08116650	1974-10-21	5660	A
USGS	08116650	1974-10-22	5360	A
USGS	08116650	1974-10-23	5150	A
USGS	08116650	1974-10-24	5040	A
USGS	08116650	1974-10-25	4630	A
USGS	08116650	1974-10-26	3940	A
USGS	08116650	1974-10-27	3630	A
USGS	08116650	1974-10-28	3340	A
USGS	08116650	1974-10-29	3030	A
USGS	08116650	1974-10-30	3270	A
USGS	08116650	1974-10-31	9640	A
USGS	08116650	1974-11-01	15600	A
USGS	08116650	1974-11-02	20100	A
USGS	08116650	1974-11-03	30000	A
USGS	08116650	1974-11-04	41900	A
USGS	08116650	1974-11-05	46000	A
USGS	08116650	1974-11-06	38000	A
USGS	08116650	1974-11-07	30100	A
USGS	08116650	1974-11-08	33100	A
USGS	08116650	1974-11-09	40700	A
USGS	08116650	1974-11-10	46400	A
USGS	08116650	1974-11-11	54000	A
USGS	08116650	1974-11-12	56800	A
USGS	08116650	1974-11-13	52200	A
USGS	08116650	1974-11-14	43200	A
USGS	08116650	1974-11-15	35600	A
USGS	08116650	1974-11-16	32700	A
USGS	08116650	1974-11-17	31000	A
USGS	08116650	1974-11-18	27600	A
USGS	08116650	1974-11-19	22900	A
USGS	08116650	1974-11-20	18500	A
USGS	08116650	1974-11-21	15800	A
USGS	08116650	1974-11-22	14600	A
USGS	08116650	1974-11-23	14000	A
USGS	08116650	1974-11-24	14300	A
USGS	08116650	1974-11-25	21200	A
USGS	08116650	1974-11-26	37500	A
USGS	08116650	1974-11-27	48900	A
USGS	08116650	1974-11-28	51500	A
USGS	08116650	1974-11-29	43600	A
USGS	08116650	1974-11-30	29600	A
USGS	08116650	1974-12-01	21500	A
USGS	08116650	1974-12-02	20000	A
USGS	08116650	1974-12-03	20500	A
USGS	08116650	1974-12-04	20300	A
USGS	08116650	1974-12-05	19500	A
USGS	08116650	1974-12-06	19800	A
USGS	08116650	1974-12-07	19500	A
USGS	08116650	1974-12-08	17100	A
USGS	08116650	1974-12-09	15500	A
USGS	08116650	1974-12-10	14400	A
USGS	08116650	1974-12-11	14700	A
USGS	08116650	1974-12-12	16900	A
USGS	08116650	1974-12-13	19400	A
USGS	08116650	1974-12-14	20600	A
USGS	08116650	1974-12-15	21600	A
USGS	08116650	1974-12-16	22100	A
USGS	08116650	1974-12-17	18400	A
USGS	08116650	1974-12-18	14900	A
USGS	08116650	1974-12-19	13100	A
USGS	08116650	1974-12-20	12100	A
USGS	08116650	1974-12-21	11500	A
USGS	08116650	1974-12-22	11400	A
USGS	08116650	1974-12-23	11600	A
USGS	08116650	1974-12-24	11400	A
USGS	08116650	1974-12-25	10700	A
USGS	08116650	1974-12-26	10100	A
USGS	08116650	1974-12-27	8790	A
USGS	08116650	1974-12-28	7840	A
USGS	08116650	1974-12-29	7520	A
USGS	08116650	1974-12-30	7500	A
USGS	08116650	1974-12-31	7540	A
USGS	08116650	1975-01-01	7580	A
USGS	08116650	1975-01-02	8270	A
USGS	08116650	1975-01-03	9120	A
USGS	08116650	1975-01-04	10900	A
USGS	08116650	1975-01-05	13600	A
USGS	08116650	1975-01-06	14500	A
USGS	08116650	1975-01-07	14800	A
USGS	08116650	1975-01-08	14500	A
USGS	08116650	1975-01-09	13500	A
USGS	08116650	1975-01-10	12600	A
USGS	08116650	1975-01-11	12000	A
USGS	08116650	1975-01-12	12100	A
USGS	08116650	1975-01-13	12300	A
USGS	08116650	1975-01-14	12600	A
USGS	08116650	1975-01-15	14300	A
USGS	08116650	1975-01-16	16900	A
USGS	08116650	1975-01-17	17800	A
USGS	08116650	1975-01-18	16300	A
USGS	08116650	1975-01-19	13900	A
USGS	08116650	1975-01-20	12500	A
USGS	08116650	1975-01-21	11900	A
USGS	08116650	1975-01-22	11200	A
USGS	08116650	1975-01-23	10400	A
USGS	08116650	1975-01-24	10100	A
USGS	08116650	1975-01-25	9670	A
USGS	08116650	1975-01-26	8200	A
USGS	08116650	1975-01-27	7030	A
USGS	08116650	1975-01-28	6310	A
USGS	08116650	1975-01-29	5750	A
USGS	08116650	1975-01-30	5210	A
USGS	08116650	1975-01-31	4980	A
USGS	08116650	1975-02-01	5030	A
USGS	08116650	1975-02-02	5360	A
USGS	08116650	1975-02-03	7210	A
USGS	08116650	1975-02-04	8650	A
USGS	08116650	1975-02-05	28800	A
USGS	08116650	1975-02-06	46500	A
USGS	08116650	1975-02-07	52700	A
USGS	08116650	1975-02-08	52300	A
USGS	08116650	1975-02-09	45500	A
USGS	08116650	1975-02-10	37800	A
USGS	08116650	1975-02-11	33400	A
USGS	08116650	1975-02-12	30900	A
USGS	08116650	1975-02-13	29500	A
USGS	08116650	1975-02-14	27600	A
USGS	08116650	1975-02-15	25800	A
USGS	08116650	1975-02-16	23900	A
USGS	08116650	1975-02-17	21400	A
USGS	08116650	1975-02-18	18600	A
USGS	08116650	1975-02-19	15600	A
USGS	08116650	1975-02-20	12900	A
USGS	08116650	1975-02-21	11500	A
USGS	08116650	1975-02-22	12900	A
USGS	08116650	1975-02-23	16900	A
USGS	08116650	1975-02-24	18300	A
USGS	08116650	1975-02-25	17800	A
USGS	08116650	1975-02-26	16700	A
USGS	08116650	1975-02-27	15600	A
USGS	08116650	1975-02-28	14100	A
USGS	08116650	1975-03-01	13400	A
USGS	08116650	1975-03-02	13400	A
USGS	08116650	1975-03-03	13400	A
USGS	08116650	1975-03-04	13200	A
USGS	08116650	1975-03-05	12400	A
USGS	08116650	1975-03-06	11600	A
USGS	08116650	1975-03-07	11200	A
USGS	08116650	1975-03-08	11100	A
USGS	08116650	1975-03-09	11300	A
USGS	08116650	1975-03-10	11200	A
USGS	08116650	1975-03-11	10700	A
USGS	08116650	1975-03-12	10500	A
USGS	08116650	1975-03-13	10200	A
USGS	08116650	1975-03-14	9980	A
USGS	08116650	1975-03-15	9610	A
USGS	08116650	1975-03-16	8720	A
USGS	08116650	1975-03-17	8070	A
USGS	08116650	1975-03-18	8400	A
USGS	08116650	1975-03-19	9840	A
USGS	08116650	1975-03-20	9450	A
USGS	08116650	1975-03-21	8500	A
USGS	08116650	1975-03-22	8110	A
USGS	08116650	1975-03-23	7320	A
USGS	08116650	1975-03-24	6360	A
USGS	08116650	1975-03-25	5600	A
USGS	08116650	1975-03-26	5120	A
USGS	08116650	1975-03-27	4770	A
USGS	08116650	1975-03-28	4500	A
USGS	08116650	1975-03-29	4250	A
USGS	08116650	1975-03-30	4320	A
USGS	08116650	1975-03-31	5140	A
USGS	08116650	1975-04-01	5160	A
USGS	08116650	1975-04-02	4550	A
USGS	08116650	1975-04-03	4150	A
USGS	08116650	1975-04-04	3910	A
USGS	08116650	1975-04-05	3550	A
USGS	08116650	1975-04-06	3110	A
USGS	08116650	1975-04-07	3020	A
USGS	08116650	1975-04-08	3440	A
USGS	08116650	1975-04-09	4440	A
USGS	08116650	1975-04-10	8920	A
USGS	08116650	1975-04-11	9740	A
USGS	08116650	1975-04-12	10400	A
USGS	08116650	1975-04-13	14000	A
USGS	08116650	1975-04-14	14000	A
USGS	08116650	1975-04-15	27500	A
USGS	08116650	1975-04-16	30000	A
USGS	08116650	1975-04-17	21600	A
USGS	08116650	1975-04-18	16400	A
USGS	08116650	1975-04-19	14600	A
USGS	08116650	1975-04-20	14400	A
USGS	08116650	1975-04-21	14100	A
USGS	08116650	1975-04-22	13300	A
USGS	08116650	1975-04-23	11600	A
USGS	08116650	1975-04-24	9560	A
USGS	08116650	1975-04-25	7700	A
USGS	08116650	1975-04-26	6490	A
USGS	08116650	1975-04-27	5750	A
USGS	08116650	1975-04-28	5380	A
USGS	08116650	1975-04-29	5160	A
USGS	08116650	1975-04-30	4780	A
USGS	08116650	1975-05-01	6020	A
USGS	08116650	1975-05-02	9060	A
USGS	08116650	1975-05-03	10800	A
USGS	08116650	1975-05-04	11800	A
USGS	08116650	1975-05-05	12100	A
USGS	08116650	1975-05-06	11000	A
USGS	08116650	1975-05-07	9980	A
USGS	08116650	1975-05-08	14200	A
USGS	08116650	1975-05-09	20600	A
USGS	08116650	1975-05-10	27600	A
USGS	08116650	1975-05-11	29500	A
USGS	08116650	1975-05-12	28600	A
USGS	08116650	1975-05-13	26300	A
USGS	08116650	1975-05-14	25700	A
USGS	08116650	1975-05-15	24300	A
USGS	08116650	1975-05-16	21700	A
USGS	08116650	1975-05-17	18700	A
USGS	08116650	1975-05-18	15900	A
USGS	08116650	1975-05-19	14200	A
USGS	08116650	1975-05-20	12000	A
USGS	08116650	1975-05-21	10100	A
USGS	08116650	1975-05-22	8950	A
USGS	08116650	1975-05-23	8170	A
USGS	08116650	1975-05-24	8230	A
USGS	08116650	1975-05-25	11100	A
USGS	08116650	1975-05-26	26300	A
USGS	08116650	1975-05-27	44500	A
USGS	08116650	1975-05-28	54200	A
USGS	08116650	1975-05-29	59600	A
USGS	08116650	1975-05-30	60900	A
USGS	08116650	1975-05-31	52800	A
USGS	08116650	1975-06-01	44100	A
USGS	08116650	1975-06-02	44700	A
USGS	08116650	1975-06-03	42400	A
USGS	08116650	1975-06-04	35100	A
USGS	08116650	1975-06-05	29200	A
USGS	08116650	1975-06-06	27000	A
USGS	08116650	1975-06-07	27700	A
USGS	08116650	1975-06-08	26800	A
USGS	08116650	1975-06-09	23400	A
USGS	08116650	1975-06-10	23800	A
USGS	08116650	1975-06-11	32700	A
USGS	08116650	1975-06-12	33400	A
USGS	08116650	1975-06-13	26300	A
USGS	08116650	1975-06-14	22200	A
USGS	08116650	1975-06-15	21900	A
USGS	08116650	1975-06-16	21300	A
USGS	08116650	1975-06-17	20300	A
USGS	08116650	1975-06-18	20100	A
USGS	08116650	1975-06-19	19200	A
USGS	08116650	1975-06-20	15800	A
USGS	08116650	1975-06-21	13500	A
USGS	08116650	1975-06-22	12500	A
USGS	08116650	1975-06-23	11500	A
USGS	08116650	1975-06-24	10300	A
USGS	08116650	1975-06-25	9780	A
USGS	08116650	1975-06-26	9700	A
USGS	08116650	1975-06-27	9680	A
USGS	08116650	1975-06-28	10200	A
USGS	08116650	1975-06-29	13000	A
USGS	08116650	1975-06-30	15500	A
USGS	08116650	1975-07-01	18400	A
USGS	08116650	1975-07-02	21000	A
USGS	08116650	1975-07-03	17900	A
USGS	08116650	1975-07-04	14300	A
USGS	08116650	1975-07-05	12100	A
USGS	08116650	1975-07-06	11400	A
USGS	08116650	1975-07-07	10900	A
USGS	08116650	1975-07-08	10000	A
USGS	08116650	1975-07-09	9590	A
USGS	08116650	1975-07-10	9330	A
USGS	08116650	1975-07-11	9010	A
USGS	08116650	1975-07-12	8610	A
USGS	08116650	1975-07-13	8210	A
USGS	08116650	1975-07-14	7790	A
USGS	08116650	1975-07-15	7820	A
USGS	08116650	1975-07-16	8690	A
USGS	08116650	1975-07-17	8980	A
USGS	08116650	1975-07-18	7580	A
USGS	08116650	1975-07-19	6670	A
USGS	08116650	1975-07-20	6470	A
USGS	08116650	1975-07-21	6120	A
USGS	08116650	1975-07-22	5530	A
USGS	08116650	1975-07-23	5010	A
USGS	08116650	1975-07-24	4670	A
USGS	08116650	1975-07-25	4280	A
USGS	08116650	1975-07-26	4130	A
USGS	08116650	1975-07-27	4110	A
USGS	08116650	1975-07-28	4180	A
USGS	08116650	1975-07-29	4240	A
USGS	08116650	1975-07-30	4280	A
USGS	08116650	1975-07-31	4200	A
USGS	08116650	1975-08-01	4590	A
USGS	08116650	1975-08-02	5020	A
USGS	08116650	1975-08-03	5080	A
USGS	08116650	1975-08-04	5490	A
USGS	08116650	1975-08-05	6550	A
USGS	08116650	1975-08-06	7270	A
USGS	08116650	1975-08-07	7240	A
USGS	08116650	1975-08-08	7220	A
USGS	08116650	1975-08-09	6810	A
USGS	08116650	1975-08-10	6480	A
USGS	08116650	1975-08-11	6310	A
USGS	08116650	1975-08-12	5600	A
USGS	08116650	1975-08-13	5130	A
USGS	08116650	1975-08-14	5330	A
USGS	08116650	1975-08-15	4720	A
USGS	08116650	1975-08-16	3830	A
USGS	08116650	1975-08-17	3430	A
USGS	08116650	1975-08-18	3220	A
USGS	08116650	1975-08-19	3000	A
USGS	08116650	1975-08-20	2790	A
USGS	08116650	1975-08-21	2520	A
USGS	08116650	1975-08-22	2530	A
USGS	08116650	1975-08-23	2460	A
USGS	08116650	1975-08-24	2410	A
USGS	08116650	1975-08-25	2310	A
USGS	08116650	1975-08-26	2410	A
USGS	08116650	1975-08-27	3320	A
USGS	08116650	1975-08-28	3620	A
USGS	08116650	1975-08-29	3470	A
USGS	08116650	1975-08-30	3130	A
USGS	08116650	1975-08-31	2940	A
USGS	08116650	1975-09-01	2910	A
USGS	08116650	1975-09-02	2790	A
USGS	08116650	1975-09-03	2770	A
USGS	08116650	1975-09-04	2510	A
USGS	08116650	1975-09-05	2440	A
USGS	08116650	1975-09-06	2660	A
USGS	08116650	1975-09-07	2780	A
USGS	08116650	1975-09-08	2690	A
USGS	08116650	1975-09-09	2560	A
USGS	08116650	1975-09-10	2420	A
USGS	08116650	1975-09-11	2300	A
USGS	08116650	1975-09-12	2290	A
USGS	08116650	1975-09-13	2280	A
USGS	08116650	1975-09-14	2110	A
USGS	08116650	1975-09-15	1890	A
USGS	08116650	1975-09-16	1900	A
USGS	08116650	1975-09-17	1870	A
USGS	08116650	1975-09-18	1810	A
USGS	08116650	1975-09-19	1980	A
USGS	08116650	1975-09-20	2320	A
USGS	08116650	1975-09-21	2410	A
USGS	08116650	1975-09-22	2620	A
USGS	08116650	1975-09-23	2920	A
USGS	08116650	1975-09-24	2670	A
USGS	08116650	1975-09-25	2370	A
USGS	08116650	1975-09-26	2480	A
USGS	08116650	1975-09-27	2640	A
USGS	08116650	1975-09-28	2310	A
USGS	08116650	1975-09-29	1990	A
USGS	08116650	1975-09-30	1660	A
USGS	08116650	1975-10-01	1580	A
USGS	08116650	1975-10-02	1490	A
USGS	08116650	1975-10-03	1470	A
USGS	08116650	1975-10-04	1500	A
USGS	08116650	1975-10-05	1550	A
USGS	08116650	1975-10-06	1530	A
USGS	08116650	1975-10-07	1470	A
USGS	08116650	1975-10-08	1470	A
USGS	08116650	1975-10-09	1440	A
USGS	08116650	1975-10-10	1360	A
USGS	08116650	1975-10-11	1350	A
USGS	08116650	1975-10-12	1290	A
USGS	08116650	1975-10-13	1230	A
USGS	08116650	1975-10-14	1200	A
USGS	08116650	1975-10-15	1200	A
USGS	08116650	1975-10-16	1330	A
USGS	08116650	1975-10-17	1510	A
USGS	08116650	1975-10-18	1790	A
USGS	08116650	1975-10-19	1730	A
USGS	08116650	1975-10-20	1500	A
USGS	08116650	1975-10-21	1250	A
USGS	08116650	1975-10-22	1150	A
USGS	08116650	1975-10-23	1110	A
USGS	08116650	1975-10-24	1130	A
USGS	08116650	1975-10-25	1380	A
USGS	08116650	1975-10-26	1580	A
USGS	08116650	1975-10-27	1890	A
USGS	08116650	1975-10-28	3750	A
USGS	08116650	1975-10-29	5050	A
USGS	08116650	1975-10-30	5040	A
USGS	08116650	1975-10-31	4840	A
USGS	08116650	1975-11-01	4130	A
USGS	08116650	1975-11-02	3390	A
USGS	08116650	1975-11-03	3020	A
USGS	08116650	1975-11-04	3230	A
USGS	08116650	1975-11-05	2600	A
USGS	08116650	1975-11-06	2550	A
USGS	08116650	1975-11-07	2670	A
USGS	08116650	1975-11-08	2950	A
USGS	08116650	1975-11-09	2740	A
USGS	08116650	1975-11-10	2280	A
USGS	08116650	1975-11-11	1960	A
USGS	08116650	1975-11-12	1720	A
USGS	08116650	1975-11-13	1540	A
USGS	08116650	1975-11-14	1470	A
USGS	08116650	1975-11-15	1410	A
USGS	08116650	1975-11-16	1340	A
USGS	08116650	1975-11-17	1300	A
USGS	08116650	1975-11-18	1260	A
USGS	08116650	1975-11-19	1160	A
USGS	08116650	1975-11-20	1120	A
USGS	08116650	1975-11-21	1100	A
USGS	08116650	1975-11-22	1090	A
USGS	08116650	1975-11-23	1080	A
USGS	08116650	1975-11-24	1080	A
USGS	08116650	1975-11-25	1080	A
USGS	08116650	1975-11-26	1090	A
USGS	08116650	1975-11-27	1060	A
USGS	08116650	1975-11-28	1090	A
USGS	08116650	1975-11-29	1510	A
USGS	08116650	1975-11-30	1910	A
USGS	08116650	1975-12-01	2090	A
USGS	08116650	1975-12-02	2270	A
USGS	08116650	1975-12-03	2240	A
USGS	08116650	1975-12-04	1930	A
USGS	08116650	1975-12-05	1610	A
USGS	08116650	1975-12-06	1410	A
USGS	08116650	1975-12-07	1260	A
USGS	08116650	1975-12-08	1200	A
USGS	08116650	1975-12-09	1270	A
USGS	08116650	1975-12-10	1340	A
USGS	08116650	1975-12-11	1330	A
USGS	08116650	1975-12-12	1190	A
USGS	08116650	1975-12-13	1220	A
USGS	08116650	1975-12-14	1220	A
USGS	08116650	1975-12-15	1070	A
USGS	08116650	1975-12-16	1010	A
USGS	08116650	1975-12-17	1020	A
USGS	08116650	1975-12-18	1020	A
USGS	08116650	1975-12-19	1050	A
USGS	08116650	1975-12-20	1120	A
USGS	08116650	1975-12-21	1090	A
USGS	08116650	1975-12-22	1050	A
USGS	08116650	1975-12-23	1230	A
USGS	08116650	1975-12-24	1910	A
USGS	08116650	1975-12-25	5380	A
USGS	08116650	1975-12-26	5120	A
USGS	08116650	1975-12-27	4040	A
USGS	08116650	1975-12-28	3530	A
USGS	08116650	1975-12-29	2960	A
USGS	08116650	1975-12-30	2860	A
USGS	08116650	1975-12-31	2930	A
USGS	08116650	1976-01-01	2840	A
USGS	08116650	1976-01-02	2690	A
USGS	08116650	1976-01-03	2530	A
USGS	08116650	1976-01-04	2480	A
USGS	08116650	1976-01-05	2460	A
USGS	08116650	1976-01-06	2350	A
USGS	08116650	1976-01-07	2250	A
USGS	08116650	1976-01-08	2100	A
USGS	08116650	1976-01-09	1890	A
USGS	08116650	1976-01-10	1660	A
USGS	08116650	1976-01-11	1530	A
USGS	08116650	1976-01-12	1560	A
USGS	08116650	1976-01-13	1640	A
USGS	08116650	1976-01-14	1650	A
USGS	08116650	1976-01-15	1900	A
USGS	08116650	1976-01-16	1890	A
USGS	08116650	1976-01-17	1620	A
USGS	08116650	1976-01-18	1410	A
USGS	08116650	1976-01-19	1280	A
USGS	08116650	1976-01-20	1210	A
USGS	08116650	1976-01-21	1150	A
USGS	08116650	1976-01-22	1140	A
USGS	08116650	1976-01-23	1130	A
USGS	08116650	1976-01-24	1190	A
USGS	08116650	1976-01-25	1290	A
USGS	08116650	1976-01-26	1360	A
USGS	08116650	1976-01-27	1250	A
USGS	08116650	1976-01-28	1230	A
USGS	08116650	1976-01-29	1750	A
USGS	08116650	1976-01-30	2070	A
USGS	08116650	1976-01-31	2020	A
USGS	08116650	1976-02-01	2130	A
USGS	08116650	1976-02-02	2980	A
USGS	08116650	1976-02-03	3250	A
USGS	08116650	1976-02-04	2810	A
USGS	08116650	1976-02-05	2540	A
USGS	08116650	1976-02-06	2400	A
USGS	08116650	1976-02-07	2330	A
USGS	08116650	1976-02-08	2310	A
USGS	08116650	1976-02-09	2030	A
USGS	08116650	1976-02-10	1670	A
USGS	08116650	1976-02-11	1550	A
USGS	08116650	1976-02-12	1460	A
USGS	08116650	1976-02-13	1950	A
USGS	08116650	1976-02-14	2270	A
USGS	08116650	1976-02-15	2010	A
USGS	08116650	1976-02-16	1680	A
USGS	08116650	1976-02-17	1440	A
USGS	08116650	1976-02-18	1300	A
USGS	08116650	1976-02-19	1200	A
USGS	08116650	1976-02-20	1150	A
USGS	08116650	1976-02-21	1120	A
USGS	08116650	1976-02-22	1090	A
USGS	08116650	1976-02-23	1140	A
USGS	08116650	1976-02-24	1220	A
USGS	08116650	1976-02-25	1750	A
USGS	08116650	1976-02-26	2200	A
USGS	08116650	1976-02-27	2160	A
USGS	08116650	1976-02-28	2140	A
USGS	08116650	1976-02-29	2160	A
USGS	08116650	1976-03-01	2230	A
USGS	08116650	1976-03-02	2180	A
USGS	08116650	1976-03-03	2170	A
USGS	08116650	1976-03-04	2200	A
USGS	08116650	1976-03-05	1920	A
USGS	08116650	1976-03-06	1730	A
USGS	08116650	1976-03-07	1840	A
USGS	08116650	1976-03-08	1900	A
USGS	08116650	1976-03-09	1770	A
USGS	08116650	1976-03-10	2070	A
USGS	08116650	1976-03-11	2670	A
USGS	08116650	1976-03-12	2840	A
USGS	08116650	1976-03-13	2880	A
USGS	08116650	1976-03-14	3180	A
USGS	08116650	1976-03-15	3330	A
USGS	08116650	1976-03-16	3280	A
USGS	08116650	1976-03-17	3240	A
USGS	08116650	1976-03-18	3110	A
USGS	08116650	1976-03-19	3120	A
USGS	08116650	1976-03-20	2850	A
USGS	08116650	1976-03-21	2510	A
USGS	08116650	1976-03-22	2170	A
USGS	08116650	1976-03-23	1830	A
USGS	08116650	1976-03-24	1540	A
USGS	08116650	1976-03-25	1390	A
USGS	08116650	1976-03-26	1310	A
USGS	08116650	1976-03-27	1180	A
USGS	08116650	1976-03-28	1150	A
USGS	08116650	1976-03-29	1290	A
USGS	08116650	1976-03-30	1700	A
USGS	08116650	1976-03-31	1860	A
USGS	08116650	1976-04-01	1670	A
USGS	08116650	1976-04-02	1550	A
USGS	08116650	1976-04-03	1740	A
USGS	08116650	1976-04-04	1790	A
USGS	08116650	1976-04-05	1650	A
USGS	08116650	1976-04-06	1660	A
USGS	08116650	1976-04-07	1700	A
USGS	08116650	1976-04-08	2020	A
USGS	08116650	1976-04-09	4010	A
USGS	08116650	1976-04-10	6560	A
USGS	08116650	1976-04-11	6460	A
USGS	08116650	1976-04-12	5190	A
USGS	08116650	1976-04-13	4240	A
USGS	08116650	1976-04-14	3610	A
USGS	08116650	1976-04-15	3010	A
USGS	08116650	1976-04-16	2640	A
USGS	08116650	1976-04-17	2260	A
USGS	08116650	1976-04-18	2900	A
USGS	08116650	1976-04-19	7060	A
USGS	08116650	1976-04-20	7850	A
USGS	08116650	1976-04-21	21900	A
USGS	08116650	1976-04-22	34900	A
USGS	08116650	1976-04-23	36500	A
USGS	08116650	1976-04-24	30600	A
USGS	08116650	1976-04-25	22000	A
USGS	08116650	1976-04-26	15600	A
USGS	08116650	1976-04-27	12200	A
USGS	08116650	1976-04-28	12600	A
USGS	08116650	1976-04-29	15300	A
USGS	08116650	1976-04-30	15600	A
USGS	08116650	1976-05-01	17900	A
USGS	08116650	1976-05-02	29200	A
USGS	08116650	1976-05-03	33700	A
USGS	08116650	1976-05-04	28900	A
USGS	08116650	1976-05-05	20900	A
USGS	08116650	1976-05-06	16400	A
USGS	08116650	1976-05-07	14500	A
USGS	08116650	1976-05-08	14500	A
USGS	08116650	1976-05-09	26000	A
USGS	08116650	1976-05-10	33600	A
USGS	08116650	1976-05-11	31000	A
USGS	08116650	1976-05-12	25400	A
USGS	08116650	1976-05-13	20500	A
USGS	08116650	1976-05-14	16800	A
USGS	08116650	1976-05-15	16100	A
USGS	08116650	1976-05-16	21200	A
USGS	08116650	1976-05-17	24200	A
USGS	08116650	1976-05-18	21000	A
USGS	08116650	1976-05-19	17300	A
USGS	08116650	1976-05-20	15500	A
USGS	08116650	1976-05-21	13700	A
USGS	08116650	1976-05-22	12300	A
USGS	08116650	1976-05-23	10900	A
USGS	08116650	1976-05-24	9580	A
USGS	08116650	1976-05-25	8830	A
USGS	08116650	1976-05-26	8610	A
USGS	08116650	1976-05-27	8360	A
USGS	08116650	1976-05-28	7830	A
USGS	08116650	1976-05-29	7360	A
USGS	08116650	1976-05-30	9520	A
USGS	08116650	1976-05-31	13700	A
USGS	08116650	1976-06-01	15900	A
USGS	08116650	1976-06-02	24200	A
USGS	08116650	1976-06-03	32300	A
USGS	08116650	1976-06-04	30200	A
USGS	08116650	1976-06-05	25500	A
USGS	08116650	1976-06-06	21600	A
USGS	08116650	1976-06-07	17900	A
USGS	08116650	1976-06-08	14700	A
USGS	08116650	1976-06-09	12400	A
USGS	08116650	1976-06-10	11100	A
USGS	08116650	1976-06-11	11100	A
USGS	08116650	1976-06-12	11000	A
